number,season,episode,airdate,title,tvmaze link
930,10,41,28 Jun 20,"A Lead Performer! Queen the Plague Emerges! (30 min)","https://www.tvmaze.com/episodes/1842624/one-piece-10x41-a-lead-performer-queen-the-plague-emerges"
931,10,42,05 Jul 20,"Climb Up! Luffy's Desperate Escape!","https://www.tvmaze.com/episodes/1894394/one-piece-10x42-climb-up-luffys-desperate-escape"
932,10,43,12 Jul 20,"Dead or Alive! Queen's Sumo Inferno!","https://www.tvmaze.com/episodes/1897774/one-piece-10x43-dead-or-alive-queens-sumo-inferno"
933,10,44,19 Jul 20,"Gyukimaru! Zoro Fights a Duel on Bandit's Bridge","https://www.tvmaze.com/episodes/1904027/one-piece-10x44-gyukimaru-zoro-fights-a-duel-on-bandits-bridge"
934,10,45,26 Jul 20,"A Big Turnover! The Three-Sword Style Overcomes Danger!","https://www.tvmaze.com/episodes/1906259/one-piece-10x45-a-big-turnover-the-three-sword-style-overcomes-danger"
935,10,46,02 Aug 20,"Zoro, Stunned! The Shocking Identity of the Mysterious Woman!","https://www.tvmaze.com/episodes/1906260/one-piece-10x46-zoro-stunned-the-shocking-identity-of-the-mysterious-woman"
936,10,47,09 Aug 20,"Get the Hang of It! The Land of Wano's Haki - Ryuo!","https://www.tvmaze.com/episodes/1910051/one-piece-10x47-get-the-hang-of-it-the-land-of-wanos-haki-ryuo"
937,10,48,16 Aug 20,"Tonoyasu! Ebisu Town's Most Loved!","https://www.tvmaze.com/episodes/1912402/one-piece-10x48-tonoyasu-ebisu-towns-most-loved"
938,10,49,23 Aug 20,"Shaking the Nation! The Identity of Ushimitsu Kozo The Chivalrous Thief!","https://www.tvmaze.com/episodes/1915100/one-piece-10x49-shaking-the-nation-the-identity-of-ushimitsu-kozo-the-chivalrous-thief"
939,10,50,30 Aug 20,"The Straw Hats Run! Save the Captive Tonoyasu!","https://www.tvmaze.com/episodes/1918275/one-piece-10x50-the-straw-hats-run-save-the-captive-tonoyasu"
940,10,51,06 Sep 20,"Zoro's Fury! The Truth About the Smile!","https://www.tvmaze.com/episodes/1922147/one-piece-10x51-zoros-fury-the-truth-about-the-smile"
941,10,52,13 Sep 20,"Toko's Tears! Orochi's Pitiless Bullets!","https://www.tvmaze.com/episodes/1925480/one-piece-10x52-tokos-tears-orochis-pitiless-bullets"
942,10,53,20 Sep 20,"The Straw Hats Step In! An Uproarious Deadly Battle at the Execution Ground!","https://www.tvmaze.com/episodes/1929027/one-piece-10x53-the-straw-hats-step-in-an-uproarious-deadly-battle-at-the-execution-ground"
943,10,54,27 Sep 20,"Luffy's Determination! Win Through the Sumo Inferno!","https://www.tvmaze.com/episodes/1929028/one-piece-10x54-luffys-determination-win-through-the-sumo-inferno"
944,10,55,04 Oct 20,"The Coming of the Storm! Big Mom's Great Rampage!","https://www.tvmaze.com/episodes/1929029/one-piece-10x55-the-coming-of-the-storm-big-moms-great-rampage"
945,10,56,11 Oct 20,"A Grudge Over Red-bean Soup! Luffy Gets into a Desperate Situation!","https://www.tvmaze.com/episodes/1943364/one-piece-10x56-a-grudge-over-red-bean-soup-luffy-gets-into-a-desperate-situation"
946,10,57,18 Oct 20,"Stop the Emperor of the Sea! Queen's Secret Plan!","https://www.tvmaze.com/episodes/1947052/one-piece-10x57-stop-the-emperor-of-the-sea-queens-secret-plan"
947,10,58,25 Oct 20,"The Ultimate Weapon! Excite Bullets Aimed at Luffy","https://www.tvmaze.com/episodes/1951573/one-piece-10x58-the-ultimate-weapon-excite-bullets-aimed-at-luffy"
948,10,59,01 Nov 20,"Launching the Counter Attack! Luffy and the Red Scabbard Samurai!","https://www.tvmaze.com/episodes/1951574/one-piece-10x59-launching-the-counter-attack-luffy-and-the-red-scabbard-samurai"
949,10,60,08 Nov 20,"Victory Has Come! Luffy's Cry of Death","https://www.tvmaze.com/episodes/1951575/one-piece-10x60-victory-has-come-luffys-cry-of-death"
950,10,61,15 Nov 20,"Warriors' Dream! Luffy's Conquer of Udon!","https://www.tvmaze.com/episodes/1966067/one-piece-10x61-warriors-dream-luffys-conquer-of-udon"
951,10,62,22 Nov 20,"Orochi's Pursuers! Ninja Army Corps vs. Zoro","https://www.tvmaze.com/episodes/1969886/one-piece-10x62-orochis-pursuers-ninja-army-corps-vs-zoro"
952,10,63,29 Nov 20,"Tensions on Onigashima! Encounter?! The Two Emperors","https://www.tvmaze.com/episodes/1969887/one-piece-10x63-tensions-on-onigashima-encounter-the-two-emperors"
953,10,64,06 Dec 20,"Hiyori's Confession! Reunion on Bandit's Bridge","https://www.tvmaze.com/episodes/1969888/one-piece-10x64-hiyoris-confession-reunion-on-bandits-bridge"
954,10,65,13 Dec 20,"Its Name is Enma! Oden's Great Swords!","https://www.tvmaze.com/episodes/1985027/one-piece-10x65-its-name-is-enma-odens-great-swords"
955,10,66,20 Dec 20,"A New Alliance?! Kaido's Army Gathers!","https://www.tvmaze.com/episodes/1985090/one-piece-10x66-a-new-alliance-kaidos-army-gathers"
956,10,67,27 Dec 20,"Decisive Battle Draws Near! The Straw Hat Crew Ready for Battle","https://www.tvmaze.com/episodes/1985091/one-piece-10x67-decisive-battle-draws-near-the-straw-hat-crew-ready-for-battle"
957,10,68,10 Jan 21,"Big News! The Warlords Attack Incident","https://www.tvmaze.com/episodes/1985092/one-piece-10x68-big-news-the-warlords-attack-incident"
958,10,69,17 Jan 21,"A Legendary Battle! Garp and Roger!","https://www.tvmaze.com/episodes/2010837/one-piece-10x69-a-legendary-battle-garp-and-roger"
959,10,70,24 Jan 21,"The Rendezvous Port! The Land of Wano Act Three Begins!","https://www.tvmaze.com/episodes/2015401/one-piece-10x70-the-rendezvous-port-the-land-of-wano-act-three-begins"
960,10,71,31 Jan 21,"The Number-One Samurai in the Land of Wano! Here comes Kozuki Oden!","https://www.tvmaze.com/episodes/2015402/one-piece-10x71-the-number-one-samurai-in-the-land-of-wano-here-comes-kozuki-oden"
961,10,72,07 Feb 21,"Tearful Apprentice! Oden and Kin'emon!","https://www.tvmaze.com/episodes/2015403/one-piece-10x72-tearful-apprentice-oden-and-kinemon"
962,10,73,14 Feb 21,"Moving Fate Drift Ashore! Whitebeard Pirates!","https://www.tvmaze.com/episodes/2025879/one-piece-10x73-moving-fate-drift-ashore-whitebeard-pirates"
963,10,74,21 Feb 21,"Oden's Determination! Whitebeard's Trials!","https://www.tvmaze.com/episodes/2030962/one-piece-10x74-odens-determination-whitebeards-trials"
964,10,75,28 Feb 21,"Whitebeard's Little Brother! Oden's Great Adventure!","https://www.tvmaze.com/episodes/2030963/one-piece-10x75-whitebeards-little-brother-odens-great-adventure"
965,10,76,07 Mar 21,"Blades Crossed! Roger and Whitebeard!","https://www.tvmaze.com/episodes/2030964/one-piece-10x76-blades-crossed-roger-and-whitebeard"
966,10,77,21 Mar 21,"Roger's Wish! A New Journey!","https://www.tvmaze.com/episodes/2042846/one-piece-10x77-rogers-wish-a-new-journey"
967,10,78,28 Mar 21,"The Bet of a Lifetime! Roger's Adventure!","https://www.tvmaze.com/episodes/2046808/one-piece-10x78-the-bet-of-a-lifetime-rogers-adventure"
968,10,79,04 Apr 21,"The Birth of the Pirate King - Arrival! "The Last Island"","https://www.tvmaze.com/episodes/2046809/one-piece-10x79-the-birth-of-the-pirate-king-arrival-the-last-island"
969,10,80,11 Apr 21,"To the Land of Wano! The Roger Pirates Disband!","https://www.tvmaze.com/episodes/2068630/one-piece-10x80-to-the-land-of-wano-the-roger-pirates-disband"
970,10,81,18 Apr 21,"Sad News! The Opening of the Great Pirate Era!","https://www.tvmaze.com/episodes/2068631/one-piece-10x81-sad-news-the-opening-of-the-great-pirate-era"
971,10,82,25 Apr 21,"Raid! Oden and the Akazaya Nine","https://www.tvmaze.com/episodes/2068632/one-piece-10x82-raid-oden-and-the-akazaya-nine"
972,10,83,02 May 21,"The Moment of Conclusion! Oden vs. Kaido!","https://www.tvmaze.com/episodes/2068633/one-piece-10x83-the-moment-of-conclusion-oden-vs-kaido"
973,10,84,09 May 21,"Sentenced to Boil - Oden's Deadly Hour","https://www.tvmaze.com/episodes/2068634/one-piece-10x84-sentenced-to-boil-odens-deadly-hour"
974,10,85,16 May 21,"Oden Wouldn't Be Oden If It Wasn't Boiled!","https://www.tvmaze.com/episodes/2091226/one-piece-10x85-oden-wouldnt-be-oden-if-it-wasnt-boiled"
975,10,86,23 May 21,"The Burning Castle! The Fate of the Kozuki Clan!","https://www.tvmaze.com/episodes/2091227/one-piece-10x86-the-burning-castle-the-fate-of-the-kozuki-clan"
976,10,87,30 May 21,"Back to the Present! Beyond 20 years","https://www.tvmaze.com/episodes/2091228/one-piece-10x87-back-to-the-present-beyond-20-years"
977,10,88,06 Jun 21,"Pirates at Sea! Raid! Onward to Onigashima","https://www.tvmaze.com/episodes/2091229/one-piece-10x88-pirates-at-sea-raid-onward-to-onigashima"
978,10,89,13 Jun 21,"The Worst Generation Charges in! The Battle of the Stormy Sea!","https://www.tvmaze.com/episodes/2107753/one-piece-10x89-the-worst-generation-charges-in-the-battle-of-the-stormy-sea"
979,10,90,20 Jun 21,"Good Luck?! Leader Kin'emon's Plot!","https://www.tvmaze.com/episodes/2111537/one-piece-10x90-good-luck-leader-kinemons-plot"
980,10,91,27 Jun 21,"Promise of Tears! The Kidnapped Momonosuke","https://www.tvmaze.com/episodes/2111540/one-piece-10x91-promise-of-tears-the-kidnapped-momonosuke"
981,10,92,04 Jul 21,"A New Companion! Knight of the Sea Jinbe!","https://www.tvmaze.com/episodes/2111542/one-piece-10x92-a-new-companion-knight-of-the-sea-jinbe"
982,10,93,11 Jul 21,"Kaido's Trump Card! The Tobi Roppo Appear!","https://www.tvmaze.com/episodes/2124771/one-piece-10x93-kaidos-trump-card-the-tobi-roppo-appear"
983,10,94,18 Jul 21,"The Seriousness of the Samurai! The Crew Lands on Onigashima","https://www.tvmaze.com/episodes/2127839/one-piece-10x94-the-seriousness-of-the-samurai-the-crew-lands-on-onigashima"
984,10,95,25 Jul 21,"Luffy's Rampage?! Infiltrating Kaido's Banquet","https://www.tvmaze.com/episodes/2127840/one-piece-10x95-luffys-rampage-infiltrating-kaidos-banquet"
985,10,96,01 Aug 21,"Feelings Toward Otama - Luffy's Furious Blow","https://www.tvmaze.com/episodes/2127841/one-piece-10x96-feelings-toward-otama-luffys-furious-blow"
986,10,97,08 Aug 21,"Fighting Music! The Ability to Attack Luffy!","https://www.tvmaze.com/episodes/2127842/one-piece-10x97-fighting-music-the-ability-to-attack-luffy"
987,10,98,15 Aug 21,"His Dream Broken?! The Trap That Lures Sanji!","https://www.tvmaze.com/episodes/2144662/one-piece-10x98-his-dream-broken-the-trap-that-lures-sanji"
988,10,99,22 Aug 21,"Arrival of Reinforcements! Captain of the Whitebeard Pirates!","https://www.tvmaze.com/episodes/2145776/one-piece-10x99-arrival-of-reinforcements-captain-of-the-whitebeard-pirates"
989,10,100,29 Aug 21,"Oath of Man! Fierce Battle of the Brachio-Tank","https://www.tvmaze.com/episodes/2145777/one-piece-10x100-oath-of-man-fierce-battle-of-the-brachio-tank"
990,10,101,05 Sep 21,"Thunder Bagua! The Appearance of Kaido's Son","https://www.tvmaze.com/episodes/2145778/one-piece-10x101-thunder-bagua-the-appearance-of-kaidos-son"
991,10,102,12 Sep 21,"Enemy or Ally? Luffy and Yamato!","https://www.tvmaze.com/episodes/2164202/one-piece-10x102-enemy-or-ally-luffy-and-yamato"
992,10,103,19 Sep 21,"Desire to be Oden! Yamato's Dream!","https://www.tvmaze.com/episodes/2168276/one-piece-10x103-desire-to-be-oden-yamatos-dream"
993,10,104,26 Sep 21,"Explosion?! The Lock That Binds Yamato's Freedom!","https://www.tvmaze.com/episodes/2168277/one-piece-10x104-explosion-the-lock-that-binds-yamatos-freedom"
994,10,105,03 Oct 21,"Akazaya One-On-One - Kikunojo vs. Kanjuro","https://www.tvmaze.com/episodes/2168279/one-piece-10x105-akazaya-one-on-one-kikunojo-vs-kanjuro"
995,10,106,10 Oct 21,"Raid! Inheriting the Will of Oden","https://www.tvmaze.com/episodes/2168280/one-piece-10x106-raid-inheriting-the-will-of-oden"
996,10,107,24 Oct 21,"Onigashima in Tumult! Luffy's All-Out War Begins!","https://www.tvmaze.com/episodes/2191817/one-piece-10x107-onigashima-in-tumult-luffys-all-out-war-begins"
997,10,108,31 Oct 21,"Moonlight Battle Berserker - "Moon Lion"","https://www.tvmaze.com/episodes/2191818/one-piece-10x108-moonlight-battle-berserker-moon-lion"
998,10,109,07 Nov 21,"The Rebellion of Zeus?! Nami's Desperate Situation!","https://www.tvmaze.com/episodes/2191819/one-piece-10x109-the-rebellion-of-zeus-namis-desperate-situation"
999,10,110,14 Nov 21,"The Fate That Protects You - Yamato and Momonosuke","https://www.tvmaze.com/episodes/2191820/one-piece-10x110-the-fate-that-protects-you-yamato-and-momonosuke"
1000,10,111,21 Nov 21,"Overwhelming Strength! The Straw Hat Pirates Gather","https://www.tvmaze.com/episodes/2211448/one-piece-10x111-overwhelming-strength-the-straw-hat-pirates-gather"
1001,10,112,28 Nov 21,"A Dangerous Invitation! Plan to Eradicate Queen","https://www.tvmaze.com/episodes/2211449/one-piece-10x112-a-dangerous-invitation-plan-to-eradicate-queen"
1002,10,113,05 Dec 21,"A New Connection! Nami and Ulti!","https://www.tvmaze.com/episodes/2211450/one-piece-10x113-a-new-connection-nami-and-ulti"
1003,10,114,12 Dec 21,"Tragic Sword! Akazaya vs. Kaido Again","https://www.tvmaze.com/episodes/2229180/one-piece-10x114-tragic-sword-akazaya-vs-kaido-again"
1004,10,115,19 Dec 21,"An Inherited Technique! Unleashing Oden's Secret Swordplay!","https://www.tvmaze.com/episodes/2235756/one-piece-10x115-an-inherited-technique-unleashing-odens-secret-swordplay"
1005,10,116,09 Jan 22,"The Power of the Ice Oni! The New Plague Rounds","https://www.tvmaze.com/episodes/2235757/one-piece-10x116-the-power-of-the-ice-oni-the-new-plague-rounds"
1006,10,117,16 Jan 22,"I Won't Forgive You! Chopper's Determination! Doctor's Determination","https://www.tvmaze.com/episodes/2251871/one-piece-10x117-i-wont-forgive-you-choppers-determination-doctors-determination"
1007,10,118,23 Jan 22,"I Won't Forgive You! Chopper's Determination! Zoro's Pursuit","https://www.tvmaze.com/episodes/2251872/one-piece-10x118-i-wont-forgive-you-choppers-determination-zoros-pursuit"
1008,10,119,30 Jan 22,"Nami's Surrender?! Ulti's Wild Headbutt","https://www.tvmaze.com/episodes/2251873/one-piece-10x119-namis-surrender-ultis-wild-headbutt"
1009,10,120,06 Feb 22,"Sasaki's Fierce Attack - Armored Division vs. Yamato","https://www.tvmaze.com/episodes/2251874/one-piece-10x120-sasakis-fierce-attack-armored-division-vs-yamato"
S01,1,0,26 Jul 98,"One Piece - Defeat Him! The Pirate Ganzack (30 min)","https://www.tvmaze.com/episodes/325270/one-piece-s01-special-one-piece-defeat-him-the-pirate-ganzack"
S01,1,0,22 Dec 99,"Emergency Planning, A Perfect Strategy for the One Piece","https://www.tvmaze.com/episodes/325316/one-piece-s01-special-emergency-planning-a-perfect-strategy-for-the-one-piece"
S01,1,0,04 Mar 00,"One Piece: The Movie (50 min)","https://www.tvmaze.com/episodes/325349/one-piece-s01-special-one-piece-the-movie"
S01,1,0,20 Dec 00,"Luffy Falls! Adventure in the Uncharted Ocean's Navel","https://www.tvmaze.com/episodes/325355/one-piece-s01-special-luffy-falls-adventure-in-the-uncharted-oceans-navel"
S01,1,0,03 Mar 01,"Clockwork Island Adventure (55 min)","https://www.tvmaze.com/episodes/325397/one-piece-s01-special-clockwork-island-adventure"
S01,1,0,03 Mar 01,"Jango's Dance Carnival (6 min)","https://www.tvmaze.com/episodes/325413/one-piece-s01-special-jangos-dance-carnival"
S02,2,0,02 Mar 02,"Dream Soccer King (6 min)","https://www.tvmaze.com/episodes/326700/one-piece-s02-special-dream-soccer-king"
S02,2,0,02 Mar 02,"Chopper's Kingdom on the Island of Strange Animals (56 min)","https://www.tvmaze.com/episodes/326701/one-piece-s02-special-choppers-kingdom-on-the-island-of-strange-animals"
S03,3,0,01 Mar 03,"Dead End Adventure (95 min)","https://www.tvmaze.com/episodes/326702/one-piece-s03-special-dead-end-adventure"
S03,3,0,06 Apr 03,"Open Upon the Great Sea! A Father's Huge, HUGE Dream!","https://www.tvmaze.com/episodes/326703/one-piece-s03-special-open-upon-the-great-sea-a-fathers-huge-huge-dream"
S03,3,0,14 Dec 03,"Protect! The Last Great Performance","https://www.tvmaze.com/episodes/326704/one-piece-s03-special-protect-the-last-great-performance"
S03,3,0,06 Mar 04,"The Cursed Holy Sword (95 min)","https://www.tvmaze.com/episodes/326705/one-piece-s03-special-the-cursed-holy-sword"
S03,3,0,06 Mar 04,"Take Aim! The Pirate Baseball King (6 min)","https://www.tvmaze.com/episodes/326706/one-piece-s03-special-take-aim-the-pirate-baseball-king"
S04,4,0,05 Mar 05,"Baron Omatsuri and the Secret Island (91 min)","https://www.tvmaze.com/episodes/331655/one-piece-s04-special-baron-omatsuri-and-the-secret-island"
S04,4,0,18 Dec 05,"End-Of-Year Special Project! The Detective Memoirs of Chief Straw Hat Luffy","https://www.tvmaze.com/episodes/331660/one-piece-s04-special-end-of-year-special-project-the-detective-memoirs-of-chief-straw-hat-luffy"
S04,4,0,04 Mar 06,"The Giant Mechanical Soldier of Karakuri Castle (94 min)","https://www.tvmaze.com/episodes/331670/one-piece-s04-special-the-giant-mechanical-soldier-of-karakuri-castle"
S04,4,0,03 Mar 07,"Episode of Alabasta: The Desert Princess and the Pirates (90 min)","https://www.tvmaze.com/episodes/331676/one-piece-s04-special-episode-of-alabasta-the-desert-princess-and-the-pirates"
S05,5,0,01 Mar 08,"Episode of Chopper Plus: Bloom in Winter, Miracle Sakura (113 min)","https://www.tvmaze.com/episodes/331722/one-piece-s05-special-episode-of-chopper-plus-bloom-in-winter-miracle-sakura"
S05,5,0,21 Sep 08,"Romance Dawn Story","https://www.tvmaze.com/episodes/331741/one-piece-s05-special-romance-dawn-story"
S06,6,0,12 Dec 09,"Strong World (115 min)","https://www.tvmaze.com/episodes/331747/one-piece-s06-special-strong-world"
S06,6,0,30 Apr 10,"One Piece Film Strong World: Episode 0","https://www.tvmaze.com/episodes/331751/one-piece-s06-special-one-piece-film-strong-world-episode-0"
S06,6,0,05 Mar 11,"Infiltration! Thousand Sunny! (7 min)","https://www.tvmaze.com/episodes/331758/one-piece-s06-special-infiltration-thousand-sunny"
S06,6,0,19 Mar 11,"One Piece 3D: Straw Hat Chase (30 min)","https://www.tvmaze.com/episodes/331763/one-piece-s06-special-one-piece-3d-straw-hat-chase"
S07,7,0,01 Dec 11,"ONE PIECE 3D! Trap Coaster (12 min)","https://www.tvmaze.com/episodes/331768/one-piece-s07-special-one-piece-3d-trap-coaster"
S07,7,0,25 Aug 12,"Episode of Nami: Tears of a Navigator and the Bonds of Friends (110 min)","https://www.tvmaze.com/episodes/331776/one-piece-s07-special-episode-of-nami-tears-of-a-navigator-and-the-bonds-of-friends"
S08,8,0,15 Dec 12,"Episode of Luffy: Adventure on Hand Island (110 min)","https://www.tvmaze.com/episodes/331782/one-piece-s08-special-episode-of-luffy-adventure-on-hand-island"
S08,8,0,15 Dec 12,"One Piece Film: Z (107 min)","https://www.tvmaze.com/episodes/331787/one-piece-s08-special-one-piece-film-z"
S08,8,0,23 Dec 12,"Glorious Island","https://www.tvmaze.com/episodes/331794/one-piece-s08-special-glorious-island"
S08,8,0,24 Aug 13,"Episode of Merry: The Tale of One More Friend","https://www.tvmaze.com/episodes/331800/one-piece-s08-special-episode-of-merry-the-tale-of-one-more-friend"
S08,8,0,30 Aug 14,"3D2Y: Overcome Ace's Death! Luffy's Vow to his Friends","https://www.tvmaze.com/episodes/331807/one-piece-s08-special-3d2y-overcome-aces-death-luffys-vow-to-his-friends"
S08,8,0,22 Aug 15,"Episode of Sabo: Bond of Three Brothers - A Miraculous Reunion and an Inherited Will","https://www.tvmaze.com/episodes/331810/one-piece-s08-special-episode-of-sabo-bond-of-three-brothers-a-miraculous-reunion-and-an-inherited-will"
